Supermercado,Producto,Precio,URL
Supermercado,Producto,Precio,URL
DIA,Galletitas Pepitos con Chips de Chocolate 357g. Pack x 3 Ud de 119 Gr.,$ 4.640,https://diaonline.supermercadosdia.com.ar/galletitas-pepitos-con-chips-de-chocolate-357g-pack-x-3-ud-de-119-gr-271632/p
Supermercado,Producto,Precio,URL
Carrefour,Celular libre Samsung galaxy a06 64gb negro,"$ 189.000,00",https://www.carrefour.com.ar/celular-libre-samsung-galaxy-a06-64gb-negro/p
